201905061600: 0.86,201905061700: 0.89,201905061800: 0.66,201905061900: 0.71,201905062000: 0.69,201905062100: 0.69,201905062200: 0.8,201905062300: 0.99,201905070800: 0.78,201905070900: 0.89,201905071000: 0.94,201905071100: 0.95,201905071200: 0.92,201905071300: 0.79,201905071400: 0.71,201905071500: 0.76,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241600: 0.7,201905241700: 0.94,201905241800: 0.84,201905241900: 0.81,201905242000: 0.74,201905242100: 0.7,201905242200: 0.81,201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,
201905241700: 0.95,201905241800: 0.83,201905241900: 0.79,201905242000: 0.73,201905242100: 0.69,201905242200: 0.8,201905242300: 0.98,201905250800: 0.82,201905250900: 0.91,201905251000: 0.96,201905251100: 0.98,201905251200: 0.96,201905251300: 0.95,201905251400: 0.81,201905251500: 0.73,201905251600: 0.77,
201905241800: 0.8,201905241900: 0.77,201905242000: 0.71,201905242100: 0.66,201905242200: 0.78,201905242300: 0.99,201905250800: 0.85,201905250900: 0.94,201905251000: 0.99,201905251100: 0.98,201905251200: 0.93,201905251300: 0.98,201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.98,
201905241900: 0.77,201905242000: 0.71,201905242100: 0.67,201905242200: 0.78,201905242300: 1.0,201905250800: 0.84,201905250900: 0.93,201905251000: 0.98,201905251100: 0.99,201905251200: 0.94,201905251300: 0.97,201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.97,201905251800: 0.78,
201905242000: 0.71,201905242100: 0.67,201905242200: 0.78,201905242300: 1.0,201905250800: 0.84,201905250900: 0.93,201905251000: 0.98,201905251100: 0.99,201905251200: 0.94,201905251300: 0.97,201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.97,201905251800: 0.78,201905251900: 0.83,
201905242100: 0.66,201905242200: 0.77,201905242300: 0.99,201905250800: 0.85,201905250900: 0.94,201905251000: 1.0,201905251100: 0.98,201905251200: 0.93,201905251300: 0.99,201905251400: 0.84,201905251500: 0.75,201905251600: 0.8,201905251700: 0.99,201905251800: 0.76,201905251900: 0.81,201905252000: 0.77,
201905242200: 0.78,201905242300: 0.99,201905250800: 0.85,201905250900: 0.94,201905251000: 0.99,201905251100: 0.99,201905251200: 0.93,201905251300: 0.98,201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.69,
201905242300: 0.96,201905250800: 0.81,201905250900: 0.89,201905251000: 0.95,201905251100: 0.97,201905251200: 0.98,201905251300: 0.94,201905251400: 0.8,201905251500: 0.72,201905251600: 0.76,201905251700: 0.94,201905251800: 0.81,201905251900: 0.86,201905252000: 0.81,201905252100: 0.73,201905252200: 0.77,
201905250800: 0.82,201905250900: 0.91,201905251000: 0.97,201905251100: 0.99,201905251200: 0.96,201905251300: 0.95,201905251400: 0.81,201905251500: 0.73,201905251600: 0.77,201905251700: 0.95,201905251800: 0.8,201905251900: 0.84,201905252000: 0.8,201905252100: 0.71,201905252200: 0.76,201905252300: 0.94,
201905250900: 0.91,201905251000: 0.97,201905251100: 0.99,201905251200: 0.96,201905251300: 0.95,201905251400: 0.81,201905251500: 0.73,201905251600: 0.77,201905251700: 0.95,201905251800: 0.8,201905251900: 0.84,201905252000: 0.8,201905252100: 0.71,201905252200: 0.76,201905252300: 0.94,201905260800: 0.79,
201905251000: 0.98,201905251100: 0.99,201905251200: 0.94,201905251300: 0.97,201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.97,201905251800: 0.78,201905251900: 0.83,201905252000: 0.78,201905252100: 0.7,201905252200: 0.75,201905252300: 0.92,201905260800: 0.8,201905260900: 0.96,
201905251100: 0.97,201905251200: 0.92,201905251300: 1.0,201905251400: 0.85,201905251500: 0.76,201905251600: 0.81,201905251700: 1.0,201905251800: 0.75,201905251900: 0.8,201905252000: 0.76,201905252100: 0.68,201905252200: 0.73,201905252300: 0.9,201905260800: 0.82,201905260900: 0.99,201905261000: 0.89,
201905251200: 0.93,201905251300: 0.99,201905251400: 0.84,201905251500: 0.76,201905251600: 0.8,201905251700: 0.99,201905251800: 0.76,201905251900: 0.81,201905252000: 0.77,201905252100: 0.69,201905252200: 0.73,201905252300: 0.91,201905260800: 0.82,201905260900: 0.98,201905261000: 0.9,201905261100: 0.87,
201905251300: 0.98,201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,
201905251400: 0.83,201905251500: 0.75,201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,
201905251500: 0.74,201905251600: 0.79,201905251700: 0.97,201905251800: 0.78,201905251900: 0.83,201905252000: 0.78,201905252100: 0.7,201905252200: 0.75,201905252300: 0.92,201905260800: 0.8,201905260900: 0.96,201905261000: 0.92,201905261100: 0.89,201905261200: 0.84,201905261300: 0.93,201905261400: 0.94,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251600: 0.79,201905251700: 0.98,201905251800: 0.77,201905251900: 0.82,201905252000: 0.78,201905252100: 0.7,201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.91,201905261100: 0.88,201905261200: 0.83,201905261300: 0.92,201905261400: 0.95,201905261500: 0.81,
201905251700: 0.94,201905251800: 0.8,201905251900: 0.85,201905252000: 0.8,201905252100: 0.72,201905252200: 0.77,201905252300: 0.95,201905260800: 0.78,201905260900: 0.94,201905261000: 0.95,201905261100: 0.92,201905261200: 0.86,201905261300: 0.96,201905261400: 0.91,201905261500: 0.79,201905261600: 0.79,
201905251800: 0.81,201905251900: 0.86,201905252000: 0.81,201905252100: 0.73,201905252200: 0.78,201905252300: 0.96,201905260800: 0.77,201905260900: 0.93,201905261000: 0.96,201905261100: 0.93,201905261200: 0.87,201905261300: 0.97,201905261400: 0.91,201905261500: 0.78,201905261600: 0.79,201905261700: 0.97,
201905251900: 0.86,201905252000: 0.81,201905252100: 0.73,201905252200: 0.78,201905252300: 0.96,201905260800: 0.77,201905260900: 0.93,201905261000: 0.96,201905261100: 0.93,201905261200: 0.87,201905261300: 0.97,201905261400: 0.91,201905261500: 0.78,201905261600: 0.79,201905261700: 0.97,201905261800: 0.74,
201905252000: 0.82,201905252100: 0.73,201905252200: 0.78,201905252300: 0.97,201905260800: 0.77,201905260900: 0.92,201905261000: 0.96,201905261100: 0.93,201905261200: 0.88,201905261300: 0.97,201905261400: 0.9,201905261500: 0.78,201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,
201905252100: 0.7,201905252200: 0.75,201905252300: 0.93,201905260800: 0.8,201905260900: 0.96,201905261000: 0.92,201905261100: 0.89,201905261200: 0.84,201905261300: 0.93,201905261400: 0.94,201905261500: 0.81,201905261600: 0.81,201905261700: 1.0,201905261800: 0.71,201905261900: 0.73,201905262000: 0.68,
201905252200: 0.74,201905252300: 0.92,201905260800: 0.81,201905260900: 0.97,201905261000: 0.92,201905261100: 0.89,201905261200: 0.83,201905261300: 0.92,201905261400: 0.94,201905261500: 0.81,201905261600: 0.82,201905261700: 0.99,201905261800: 0.7,201905261900: 0.72,201905262000: 0.67,201905262100: 0.61,
201905252300: 0.95,201905260800: 0.78,201905260900: 0.93,201905261000: 0.95,201905261100: 0.92,201905261200: 0.86,201905261300: 0.96,201905261400: 0.91,201905261500: 0.79,201905261600: 0.79,201905261700: 0.97,201905261800: 0.73,201905261900: 0.75,201905262000: 0.7,201905262100: 0.64,201905262200: 0.73,
201905260800: 0.78,201905260900: 0.93,201905261000: 0.95,201905261100: 0.92,201905261200: 0.86,201905261300: 0.96,201905261400: 0.91,201905261500: 0.79,201905261600: 0.79,201905261700: 0.97,201905261800: 0.73,201905261900: 0.75,201905262000: 0.7,201905262100: 0.64,201905262200: 0.73,201905262300: 0.41,
201905260900: 0.95,201905261000: 0.93,201905261100: 0.9,201905261200: 0.85,201905261300: 0.94,201905261400: 0.93,201905261500: 0.8,201905261600: 0.81,201905261700: 1.0,201905261800: 0.72,201905261900: 0.73,201905262000: 0.68,201905262100: 0.62,201905262200: 0.71,201905262300: 0.4,201905270800: 0.74,
201905261000: 0.95,201905261100: 0.92,201905261200: 0.86,201905261300: 0.96,201905261400: 0.91,201905261500: 0.79,201905261600: 0.79,201905261700: 0.97,201905261800: 0.73,201905261900: 0.75,201905262000: 0.7,201905262100: 0.64,201905262200: 0.73,201905262300: 0.41,201905270800: 0.72,201905270900: 0.81,
201905261100: 0.92,201905261200: 0.87,201905261300: 0.96,201905261400: 0.91,201905261500: 0.79,201905261600: 0.79,201905261700: 0.97,201905261800: 0.74,201905261900: 0.75,201905262000: 0.7,201905262100: 0.64,201905262200: 0.73,201905262300: 0.41,201905270800: 0.72,201905270900: 0.81,201905271000: 0.85,
201905261200: 0.85,201905261300: 0.94,201905261400: 0.93,201905261500: 0.8,201905261600: 0.8,201905261700: 0.99,201905261800: 0.72,201905261900: 0.73,201905262000: 0.68,201905262100: 0.62,201905262200: 0.72,201905262300: 0.4,201905270800: 0.73,201905270900: 0.82,201905271000: 0.87,201905271100: 0.88,
201905261300: 0.94,201905261400: 0.93,201905261500: 0.8,201905261600: 0.8,201905261700: 0.99,201905261800: 0.72,201905261900: 0.73,201905262000: 0.68,201905262100: 0.62,201905262200: 0.72,201905262300: 0.4,201905270800: 0.73,201905270900: 0.82,201905271000: 0.87,201905271100: 0.88,201905271200: 0.97,
201905261400: 0.92,201905261500: 0.79,201905261600: 0.8,201905261700: 0.98,201905261800: 0.73,201905261900: 0.74,201905262000: 0.69,201905262100: 0.63,201905262200: 0.72,201905262300: 0.4,201905270800: 0.73,201905270900: 0.81,201905271000: 0.86,201905271100: 0.87,201905271200: 0.96,201905271300: 0.2,
201905261500: 0.8,201905261600: 0.8,201905261700: 0.99,201905261800: 0.72,201905261900: 0.74,201905262000: 0.69,201905262100: 0.62,201905262200: 0.72,201905262300: 0.4,201905270800: 0.73,201905270900: 0.82,201905271000: 0.86,201905271100: 0.87,201905271200: 0.97,201905271300: 0.2,201905271400: 0.65,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261600: 0.78,201905261700: 0.96,201905261800: 0.75,201905261900: 0.76,201905262000: 0.71,201905262100: 0.64,201905262200: 0.74,201905262300: 0.42,201905270800: 0.71,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.94,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,
201905261700: 0.99,201905261800: 0.72,201905261900: 0.73,201905262000: 0.68,201905262100: 0.62,201905262200: 0.71,201905262300: 0.4,201905270800: 0.74,201905270900: 0.83,201905271000: 0.87,201905271100: 0.88,201905271200: 0.97,201905271300: 0.2,201905271400: 0.65,201905271500: 0.62,201905271600: 0.71,
201905261800: 0.72,201905261900: 0.73,201905262000: 0.68,201905262100: 0.62,201905262200: 0.71,201905262300: 0.4,201905270800: 0.74,201905270900: 0.83,201905271000: 0.87,201905271100: 0.88,201905271200: 0.97,201905271300: 0.2,201905271400: 0.65,201905271500: 0.62,201905271600: 0.71,201905271700: 0.96,
201905261900: 0.75,201905262000: 0.7,201905262100: 0.64,201905262200: 0.73,201905262300: 0.41,201905270800: 0.72,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.95,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,201905271600: 0.69,201905271700: 0.93,201905271800: 0.76,
201905262000: 0.7,201905262100: 0.64,201905262200: 0.73,201905262300: 0.41,201905270800: 0.72,201905270900: 0.8,201905271000: 0.84,201905271100: 0.85,201905271200: 0.95,201905271300: 0.2,201905271400: 0.63,201905271500: 0.6,201905271600: 0.69,201905271700: 0.93,201905271800: 0.76,201905271900: 0.74,
201905262100: 0.62,201905262200: 0.71,201905262300: 0.39,201905270800: 0.74,201905270900: 0.83,201905271000: 0.87,201905271100: 0.88,201905271200: 0.98,201905271300: 0.2,201905271400: 0.65,201905271500: 0.62,201905271600: 0.71,201905271700: 0.97,201905271800: 0.73,201905271900: 0.71,201905272000: 0.62,
201905262200: 0.7,201905262300: 0.38,201905270800: 0.75,201905270900: 0.84,201905271000: 0.89,201905271100: 0.89,201905271200: 0.99,201905271300: 0.21,201905271400: 0.66,201905271500: 0.63,201905271600: 0.72,201905271700: 0.98,201905271800: 0.72,201905271900: 0.7,201905272000: 0.61,201905272100: 0.59,
201905262300: 0.38,201905270800: 0.75,201905270900: 0.84,201905271000: 0.89,201905271100: 0.89,201905271200: 0.99,201905271300: 0.21,201905271400: 0.66,201905271500: 0.63,201905271600: 0.72,201905271700: 0.98,201905271800: 0.72,201905271900: 0.7,201905272000: 0.61,201905272100: 0.59,201905272200: 0.73,
201905270800: 0.75,201905270900: 0.84,201905271000: 0.88,201905271100: 0.89,201905271200: 0.99,201905271300: 0.21,201905271400: 0.66,201905271500: 0.63,201905271600: 0.72,201905271700: 0.97,201905271800: 0.73,201905271900: 0.7,201905272000: 0.62,201905272100: 0.6,201905272200: 0.73,201905272300: 0.94,
201905270900: 0.84,201905271000: 0.88,201905271100: 0.89,201905271200: 0.98,201905271300: 0.2,201905271400: 0.65,201905271500: 0.62,201905271600: 0.71,201905271700: 0.97,201905271800: 0.73,201905271900: 0.71,201905272000: 0.62,201905272100: 0.6,201905272200: 0.73,201905272300: 0.95,201905280800: 0.77,
201905271000: 0.85,201905271100: 0.86,201905271200: 0.95,201905271300: 0.2,201905271400: 0.64,201905271500: 0.61,201905271600: 0.7,201905271700: 0.94,201905271800: 0.76,201905271900: 0.73,201905272000: 0.64,201905272100: 0.62,201905272200: 0.75,201905272300: 0.97,201905280800: 0.75,201905280900: 0.82,
201905271100: 0.87,201905271200: 0.96,201905271300: 0.2,201905271400: 0.64,201905271500: 0.62,201905271600: 0.7,201905271700: 0.95,201905271800: 0.75,201905271900: 0.72,201905272000: 0.63,201905272100: 0.61,201905272200: 0.75,201905272300: 0.96,201905280800: 0.76,201905280900: 0.83,201905281000: 0.86,
201905271200: 0.96,201905271300: 0.2,201905271400: 0.64,201905271500: 0.62,201905271600: 0.7,201905271700: 0.95,201905271800: 0.75,201905271900: 0.72,201905272000: 0.63,201905272100: 0.61,201905272200: 0.75,201905272300: 0.96,201905280800: 0.76,201905280900: 0.83,201905281000: 0.86,201905281100: 0.83,
201905271300: 0.2,201905271400: 0.64,201905271500: 0.61,201905271600: 0.7,201905271700: 0.94,201905271800: 0.76,201905271900: 0.73,201905272000: 0.64,201905272100: 0.62,201905272200: 0.75,201905272300: 0.97,201905280800: 0.75,201905280900: 0.82,201905281000: 0.86,201905281100: 0.82,201905281200: 0.89,
201905271400: 0.64,201905271500: 0.61,201905271600: 0.7,201905271700: 0.95,201905271800: 0.75,201905271900: 0.72,201905272000: 0.63,201905272100: 0.61,201905272200: 0.75,201905272300: 0.97,201905280800: 0.75,201905280900: 0.83,201905281000: 0.86,201905281100: 0.82,201905281200: 0.89,201905281300: 0.76,
201905271500: 0.63,201905271600: 0.72,201905271700: 0.99,201905271800: 0.71,201905271900: 0.69,201905272000: 0.61,201905272100: 0.59,201905272200: 0.72,201905272300: 0.93,201905280800: 0.79,201905280900: 0.87,201905281000: 0.9,201905281100: 0.86,201905281200: 0.93,201905281300: 0.79,201905281400: 0.64,
201905271600: 0.69,201905271700: 0.93,201905271800: 0.76,201905271900: 0.74,201905272000: 0.64,201905272100: 0.62,201905272200: 0.76,201905272300: 0.98,201905280800: 0.74,201905280900: 0.82,201905281000: 0.85,201905281100: 0.81,201905281200: 0.88,201905281300: 0.75,201905281400: 0.61,201905281500: 0.58,
201905271800: 0.75,201905271900: 0.73,201905272000: 0.64,201905272100: 0.62,201905272200: 0.75,201905272300: 0.97,201905280800: 0.75,201905280900: 0.83,201905281000: 0.86,201905281100: 0.82,201905281200: 0.89,201905281300: 0.76,201905281400: 0.61,201905281500: 0.58,201905281600: 0.73,201905281700: 0.96,
201905272000: 0.65,201905272100: 0.63,201905272200: 0.76,201905272300: 0.99,201905280800: 0.74,201905280900: 0.81,201905281000: 0.84,201905281100: 0.81,201905281200: 0.88,201905281300: 0.75,201905281400: 0.61,201905281500: 0.58,201905281600: 0.72,201905281700: 0.95,201905281800: 0.99,201905281900: 0.63,
201905272200: 0.73,201905272300: 0.95,201905280800: 0.77,201905280900: 0.85,201905281000: 0.88,201905281100: 0.84,201905281200: 0.91,201905281300: 0.77,201905281400: 0.63,201905281500: 0.59,201905281600: 0.74,201905281700: 0.98,201905281800: 0.95,201905281900: 0.6,201905282000: 0.74,201905282100: 0.49,
201905280800: 0.77,201905280900: 0.84,201905281000: 0.87,201905281100: 0.84,201905281200: 0.91,201905281300: 0.77,201905281400: 0.63,201905281500: 0.59,201905281600: 0.74,201905281700: 0.97,201905281800: 0.96,201905281900: 0.61,201905282000: 0.74,201905282100: 0.49,201905282200: 0.82,201905282255: 0.71,
201905281000: 0.85,201905281100: 0.81,201905281200: 0.89,201905281300: 0.75,201905281400: 0.61,201905281500: 0.58,201905281600: 0.72,201905281700: 0.95,201905281800: 0.98,201905281900: 0.63,201905282000: 0.76,201905282100: 0.51,201905282200: 0.84,201905282255: 0.73,201905282255: 0.99,201905282355: 0.91,
201905281200: 0.91,201905281300: 0.77,201905281400: 0.63,201905281500: 0.59,201905281600: 0.74,201905281700: 0.98,201905281800: 0.96,201905281900: 0.61,201905282000: 0.74,201905282100: 0.5,201905282200: 0.82,201905282255: 0.71,201905282255: 0.98,201905282355: 0.93,201905282255: 0.98,201905282355: 0.93,
201905281400: 0.6,201905281500: 0.57,201905281600: 0.71,201905281700: 0.93,201905281800: 1.0,201905281900: 0.64,201905282000: 0.78,201905282100: 0.52,201905282200: 0.86,201905282255: 0.75,201905282255: 0.97,201905282355: 0.89,201905282255: 0.97,201905282355: 0.89,201905282255: 0.97,201905282355: 0.89,
201905281600: 0.72,201905281700: 0.94,201905281800: 0.99,201905281900: 0.64,201905282000: 0.77,201905282100: 0.52,201905282200: 0.85,201905282255: 0.74,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,
201905281800: 0.96,201905281900: 0.61,201905282000: 0.74,201905282100: 0.49,201905282200: 0.82,201905282255: 0.71,201905282255: 0.98,201905282355: 0.94,201905282255: 0.98,201905282355: 0.94,201905282255: 0.98,201905282355: 0.94,201905282255: 0.98,201905282355: 0.94,201905282255: 0.98,201905282355: 0.94,
201905282100: 0.52,201905282200: 0.86,201905282255: 0.74,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,201905282355: 0.89,201905282255: 0.98,
201905282355: 0.91,201905282255: 0.99,201905282355: 0.91,201905282255: 0.99,201905282355: 0.91,201905282255: 0.99,201905282355: 0.91,201905282255: 0.99,201905282355: 0.91,201905282255: 0.99,201905282355: 0.91,201905282255: 0.99,201905282355: 0.91,201905282255: 0.81,201905282355: 0.66,201905282255: 0.73,
201905282255: 0.95,201905282355: 0.97,201905282255: 0.95,201905282355: 0.97,201905282255: 0.95,201905282355: 0.97,201905282255: 0.95,201905282355: 0.97,201905282255: 0.76,201905282355: 0.7,201905282255: 0.68,201905282355: 0.87,201905282255: 0.82,201905282355: 0.7,201905290855: 0.89,201905282255: 0.76,
201905282255: 0.97,201905282355: 0.96,201905282255: 0.77,201905282355: 0.69,201905282255: 0.69,201905282355: 0.85,201905282255: 0.83,201905282355: 0.69,201905290855: 0.9,201905282255: 0.77,201905282355: 0.8,201905290855: 0.89,201905290955: 0.86,201905282255: 0.69,201905282355: 0.85,201905290855: 0.92,
